Film_title,Director,Average_rating,Genres,Total_ratings,Film_URL,,,,
Killer Joe,William Friedkin,3.52,"['Drama', 'Crime', 'Thriller']",57604,https://letterboxd.com/film/killer-joe/,,,,
Heavy Metal,"Gerald Potterton, John Bruno",3.33,"['Science Fiction', 'Music', 'Fantasy', 'Animation', 'Adventure']",37555,https://letterboxd.com/film/heavy-metal/,,,,
Sphere,Barry Levinson,2.83,"['Mystery', 'Science Fiction', 'Horror', 'Thriller']",32637,https://letterboxd.com/film/sphere/,,,,
Slaughterhouse-Five,George Roy Hill,3.47,"['Drama', 'Science Fiction', 'War']",7475,https://letterboxd.com/film/slaughterhouse-five/,,,,
A Boy and His Dog,L.Q. Jones,3.22,"['Science Fiction', 'Comedy', 'Drama']",14271,https://letterboxd.com/film/a-boy-and-his-dog/,,,,
Europa Report,Sebastián Cordero,3.05,"['Science Fiction', 'Thriller']",28253,https://letterboxd.com/film/europa-report/,,,,
Westworld,Michael Crichton,3.47,"['Adventure', 'Western', 'Science Fiction']",61467,https://letterboxd.com/film/westworld/,,,,
Skyfall,Sam Mendes,3.92,"['Adventure', 'Thriller', 'Action']",731991,https://letterboxd.com/film/skyfall/,,,,
Lethal Weapon,Richard Donner,3.73,"['Adventure', 'Crime', 'Action', 'Comedy', 'Thriller']",158518,https://letterboxd.com/film/lethal-weapon/,,,,
Resident Evil,Paul W. S. Anderson,2.92,"['Action', 'Science Fiction', 'Horror']",206619,https://letterboxd.com/film/resident-evil/,,,,
Outbreak,Wolfgang Petersen,3.16,"['Science Fiction', 'Action', 'Drama', 'Thriller']",52961,https://letterboxd.com/film/outbreak/,,,,
The Sixth Sense,M. Night Shyamalan,4.06,"['Thriller', 'Mystery', 'Horror', 'Drama']",906425,https://letterboxd.com/film/the-sixth-sense/,,,,
Devil,John Erick Dowdle,2.66,"['Horror', 'Thriller', 'Mystery']",105383,https://letterboxd.com/film/devil/,,,,
Beaches,Garry Marshall,3.54,"['Drama', 'Comedy']",17632,https://letterboxd.com/film/beaches/,,,,
The Hobbit: The Desolation of Smaug,Peter Jackson,3.43,"['Fantasy', 'Action', 'Adventure']",647205,https://letterboxd.com/film/the-hobbit-the-desolation-of-smaug/,,,,
The Conversation,Francis Ford Coppola,4.17,"['Drama', 'Crime', 'Mystery']",199736,https://letterboxd.com/film/the-conversation/,,,,
Muppet Treasure Island,Brian Henson,3.55,"['Comedy', 'Action', 'Adventure', 'Family', 'Music']",57005,https://letterboxd.com/film/muppet-treasure-island/,,,,
The Pink Panther Strikes Again,Blake Edwards,3.53,"['Comedy', 'Crime']",16056,https://letterboxd.com/film/the-pink-panther-strikes-again/,,,,
Harry Potter and the Order of the Phoenix,David Yates,3.68,"['Adventure', 'Fantasy']",1411151,https://letterboxd.com/film/harry-potter-and-the-order-of-the-phoenix/,,,,
Mission: Impossible – Rogue Nation,Christopher McQuarrie,3.72,"['Action', 'Adventure']",410990,https://letterboxd.com/film/mission-impossible-rogue-nation/,,,,
Ernest Scared Stupid,John Cherry,2.9,"['Family', 'Comedy', 'Horror']",16529,https://letterboxd.com/film/ernest-scared-stupid/,,,,
Phantasm,Don Coscarelli,3.35,"['Science Fiction', 'Horror']",57754,https://letterboxd.com/film/phantasm/,,,,
Persona,Ingmar Bergman,4.4,['Drama'],323521,https://letterboxd.com/film/persona/,,,,
Flashdance,Adrian Lyne,3.14,"['Drama', 'Romance']",58316,https://letterboxd.com/film/flashdance/,,,,
Zero Dark Thirty,Kathryn Bigelow,3.68,"['Drama', 'Thriller']",221298,https://letterboxd.com/film/zero-dark-thirty/,,,,
The Sting,George Roy Hill,4.19,"['Drama', 'Comedy', 'Crime']",143347,https://letterboxd.com/film/the-sting/,,,,
Sherlock Holmes: A Game of Shadows,Guy Ritchie,3.32,"['Crime', 'Mystery', 'Action', 'Adventure']",301915,https://letterboxd.com/film/sherlock-holmes-a-game-of-shadows/,,,,
Erin Brockovich,Steven Soderbergh,3.86,['Drama'],265167,https://letterboxd.com/film/erin-brockovich/,,,,
The Contender,Rod Lurie,3.43,"['Drama', 'Thriller']",7571,https://letterboxd.com/film/the-contender/,,,,
The Manchurian Candidate,John Frankenheimer,3.99,"['Thriller', 'Drama']",48782,https://letterboxd.com/film/the-manchurian-candidate/,,,,
Bill & Ted's Bogus Journey,Peter Hewitt,3.31,"['Comedy', 'Science Fiction', 'Adventure']",89567,https://letterboxd.com/film/bill-teds-bogus-journey/,,,,
Harold & Kumar Escape from Guantanamo Bay,"Hayden Schlossberg, Jon Hurwitz",2.95,"['Adventure', 'Comedy']",61100,https://letterboxd.com/film/harold-kumar-escape-from-guantanamo-bay/,,,,
Jackass Number Two,Jeff Tremaine,3.52,"['Comedy', 'Action', 'Documentary']",107538,https://letterboxd.com/film/jackass-number-two/,,,,
Jacob's Ladder,Adrian Lyne,3.84,"['Horror', 'Mystery', 'Drama']",144423,https://letterboxd.com/film/jacobs-ladder/,,,,
Meet the Fockers,Jay Roach,2.95,"['Comedy', 'Romance']",209683,https://letterboxd.com/film/meet-the-fockers/,,,,
A Shot in the Dark,Blake Edwards,3.67,"['Mystery', 'Comedy', 'Crime']",21793,https://letterboxd.com/film/a-shot-in-the-dark/,,,,
Spawn,Mark A.Z. Dippé,2.21,"['Adventure', 'Science Fiction', 'Action', 'Thriller', 'Fantasy', 'Horror']",48244,https://letterboxd.com/film/spawn/,,,,
The Toxic Avenger,"Lloyd Kaufman, Michael Herz",3.35,"['Comedy', 'Action', 'Horror', 'Science Fiction']",49228,https://letterboxd.com/film/the-toxic-avenger/,,,,
Anaconda,Luis Llosa,2.35,"['Horror', 'Adventure', 'Thriller']",110008,https://letterboxd.com/film/anaconda/,,,,
Mud,Jeff Nichols,3.7,['Drama'],116226,https://letterboxd.com/film/mud/,,,,
Snakes on a Plane,David R. Ellis,2.47,"['Action', 'Crime', 'Thriller', 'Adventure']",87810,https://letterboxd.com/film/snakes-on-a-plane/,,,,
Six Days Seven Nights,Ivan Reitman,2.72,"['Adventure', 'Action', 'Romance', 'Comedy']",29280,https://letterboxd.com/film/six-days-seven-nights/,,,,
Divergent,Neil Burger,2.94,"['Adventure', 'Action', 'Science Fiction']",591864,https://letterboxd.com/film/divergent/,,,,
Thor,Kenneth Branagh,2.81,"['Fantasy', 'Action', 'Adventure']",1119314,https://letterboxd.com/film/thor/,,,,
The Lookout,Scott Frank,3.35,"['Drama', 'Thriller', 'Crime']",14423,https://letterboxd.com/film/the-lookout/,,,,
This Is 40,Judd Apatow,2.91,['Comedy'],120836,https://letterboxd.com/film/this-is-40/,,,,
DragonHeart,Rob Cohen,3.06,"['Drama', 'Fantasy', 'Action', 'Adventure']",37082,https://letterboxd.com/film/dragonheart/,,,,
A Single Man,Tom Ford,3.9,"['Romance', 'Drama']",96402,https://letterboxd.com/film/a-single-man/,,,,
10 Things I Hate About You,Gil Junger,4.03,"['Comedy', 'Romance', 'Drama']",2301380,https://letterboxd.com/film/10-things-i-hate-about-you/,,,,
Butch Cassidy and the Sundance Kid,George Roy Hill,4.15,"['Drama', 'Western', 'Crime', 'Adventure', 'History']",140717,https://letterboxd.com/film/butch-cassidy-and-the-sundance-kid/,,,,
Bring It On,Peyton Reed,3.36,['Comedy'],210898,https://letterboxd.com/film/bring-it-on/,,,,
The Return of the Living Dead,Dan O'Bannon,3.8,"['Comedy', 'Science Fiction', 'Horror']",103418,https://letterboxd.com/film/the-return-of-the-living-dead/,,,,
Ichi the Killer,Takashi Miike,3.62,"['Horror', 'Crime', 'Action']",103758,https://letterboxd.com/film/ichi-the-killer/,,,,
Kick-Ass,Matthew Vaughn,3.51,"['Crime', 'Action']",625001,https://letterboxd.com/film/kick-ass/,,,,
One Missed Call,Takashi Miike,3.2,"['Horror', 'Fantasy', 'Mystery']",22933,https://letterboxd.com/film/one-missed-call/,,,,
The Phantom of the Opera,Rupert Julian,3.73,"['Drama', 'Horror', 'Music']",31470,https://letterboxd.com/film/the-phantom-of-the-opera/,,,,
Carved: The Slit-Mouthed Woman,Koji Shiraishi,2.72,['Horror'],4461,https://letterboxd.com/film/carved-the-slit-mouthed-woman/,,,,
Bubba Ho-tep,Don Coscarelli,3.29,"['Comedy', 'Horror', 'Fantasy', 'Thriller', 'Mystery']",36220,https://letterboxd.com/film/bubba-ho-tep/,,,,
The Descent,Neil Marshall,3.59,"['Horror', 'Adventure']",324480,https://letterboxd.com/film/the-descent/,,,,
Splice,Vincenzo Natali,2.5,"['Science Fiction', 'Horror']",78822,https://letterboxd.com/film/splice/,,,,
Secret Window,David Koepp,3.04,"['Mystery', 'Thriller']",106015,https://letterboxd.com/film/secret-window/,,,,
50/50,Jonathan Levine,3.6,"['Comedy', 'Drama']",230869,https://letterboxd.com/film/50-50/,,,,
The Blind Side,John Lee Hancock,3.34,['Drama'],355197,https://letterboxd.com/film/the-blind-side/,,,,
City Slickers,Ron Underwood,3.35,"['Western', 'Comedy']",33544,https://letterboxd.com/film/city-slickers/,,,,
Cape Fear,Martin Scorsese,3.72,"['Drama', 'Thriller', 'Crime']",248579,https://letterboxd.com/film/cape-fear-1991/,,,,
Throne of Blood,Akira Kurosawa,4.27,"['History', 'Drama']",91685,https://letterboxd.com/film/throne-of-blood/,,,,
Casino,Martin Scorsese,4.2,"['Crime', 'Drama']",509867,https://letterboxd.com/film/casino/,,,,
Peter Pan,P.J. Hogan,3.49,"['Fantasy', 'Family', 'Adventure']",134280,https://letterboxd.com/film/peter-pan-2003/,,,,
The Prestige,Christopher Nolan,4.25,"['Science Fiction', 'Drama', 'Mystery']",1225133,https://letterboxd.com/film/the-prestige/,,,,
Teenage Mutant Ninja Turtles,Steve Barron,3.35,"['Comedy', 'Action', 'Family', 'Adventure', 'Science Fiction']",99892,https://letterboxd.com/film/teenage-mutant-ninja-turtles/,,,,
Alice in Wonderland,Tim Burton,3.21,"['Family', 'Fantasy', 'Adventure']",879203,https://letterboxd.com/film/alice-in-wonderland-2010/,,,,
Harakiri,Masaki Kobayashi,4.69,"['History', 'Drama', 'Action']",150048,https://letterboxd.com/film/harakiri/,,,,
Chitty Chitty Bang Bang,Ken Hughes,3.46,"['Family', 'Adventure', 'Music', 'Fantasy', 'Comedy']",54314,https://letterboxd.com/film/chitty-chitty-bang-bang/,,,,
Moonraker,Lewis Gilbert,2.85,"['Thriller', 'Adventure', 'Science Fiction', 'Action']",75891,https://letterboxd.com/film/moonraker/,,,,
Run Lola Run,Tom Tykwer,3.85,"['Action', 'Thriller', 'Drama']",187808,https://letterboxd.com/film/run-lola-run/,,,,
What's Love Got to Do with It,Brian Gibson,3.7,"['History', 'Drama', 'Music']",18213,https://letterboxd.com/film/whats-love-got-to-do-with-it/,,,,
Three Colours: Blue,Krzysztof Kieślowski,4.16,['Drama'],199094,https://letterboxd.com/film/three-colours-blue/,,,,
The Hunger Games,Gary Ross,3.73,"['Fantasy', 'Science Fiction', 'Adventure']",1945273,https://letterboxd.com/film/the-hunger-games/,,,,
Mulan,"Tony Bancroft, Barry Cook",4.12,"['Family', 'Adventure', 'Animation']",858103,https://letterboxd.com/film/mulan/,,,,
Mission: Impossible III,J.J. Abrams,3.37,"['Thriller', 'Adventure', 'Action']",332614,https://letterboxd.com/film/mission-impossible-iii/,,,,
The Punisher,Jonathan Hensleigh,2.92,"['Drama', 'Crime', 'Action']",82579,https://letterboxd.com/film/the-punisher-2004/,,,,
Chicken Run,"Peter Lord, Nick Park",3.61,"['Animation', 'Family', 'Comedy']",388963,https://letterboxd.com/film/chicken-run/,,,,
Wedding Crashers,David Dobkin,3.16,"['Comedy', 'Romance']",251667,https://letterboxd.com/film/wedding-crashers/,,,,
House of Wax,André de Toth,3.5,"['Horror', 'Crime']",23231,https://letterboxd.com/film/house-of-wax/,,,,
The Hangover,Todd Phillips,3.66,['Comedy'],1175937,https://letterboxd.com/film/the-hangover/,,,,
Insomnia,Christopher Nolan,3.54,"['Crime', 'Thriller', 'Mystery', 'Drama']",255510,https://letterboxd.com/film/insomnia-2002/,,,,
The Italian Job,F. Gary Gray,3.21,"['Crime', 'Action']",150869,https://letterboxd.com/film/the-italian-job-2003/,,,,
Cliffhanger,Renny Harlin,3.21,"['Thriller', 'Adventure', 'Action']",57001,https://letterboxd.com/film/cliffhanger/,,,,
The Idiots,Lars von Trier,3.55,"['Drama', 'Comedy']",38694,https://letterboxd.com/film/the-idiots/,,,,
Anchorman: The Legend of Ron Burgundy,Adam McKay,3.49,['Comedy'],418449,https://letterboxd.com/film/anchorman-the-legend-of-ron-burgundy/,,,,
Pan's Labyrinth,Guillermo del Toro,4.16,"['War', 'Fantasy', 'Drama']",747090,https://letterboxd.com/film/pans-labyrinth/,,,,
Blazing Saddles,Mel Brooks,3.82,"['Western', 'Comedy']",162843,https://letterboxd.com/film/blazing-saddles/,,,,
You Only Live Twice,Lewis Gilbert,3.2,"['Action', 'Thriller', 'Adventure']",82940,https://letterboxd.com/film/you-only-live-twice/,,,,
The Ringer,Barry W. Blaustein,2.75,['Comedy'],20497,https://letterboxd.com/film/the-ringer-2005/,,,,
The Birth of a Nation,D.W. Griffith,2.31,"['Drama', 'History', 'War']",32746,https://letterboxd.com/film/the-birth-of-a-nation/,,,,
Forrest Gump,Robert Zemeckis,4.15,"['Drama', 'Comedy', 'Romance']",2544494,https://letterboxd.com/film/forrest-gump/,,,,
Mrs. Doubtfire,Chris Columbus,3.66,"['Comedy', 'Family', 'Drama']",365458,https://letterboxd.com/film/mrs-doubtfire/,,,,
"Crazy, Stupid, Love.","Glenn Ficarra, John Requa",3.69,"['Comedy', 'Romance', 'Drama']",963797,https://letterboxd.com/film/crazy-stupid-love/,,,,
Moneyball,Bennett Miller,3.91,['Drama'],566349,https://letterboxd.com/film/moneyball/,,,,
There's Something About Mary,"Peter Farrelly, Bobby Farrelly",3.24,"['Romance', 'Comedy']",204793,https://letterboxd.com/film/theres-something-about-mary/,,,,
Superbad,Greg Mottola,3.89,['Comedy'],1512632,https://letterboxd.com/film/superbad/,,,,
Love Actually,Richard Curtis,3.47,"['Drama', 'Romance', 'Comedy']",836546,https://letterboxd.com/film/love-actually/,,,,
X2,Bryan Singer,3.43,"['Science Fiction', 'Action', 'Adventure']",479000,https://letterboxd.com/film/x2/,,,,
The Break-Up,Peyton Reed,2.67,"['Comedy', 'Romance']",93263,https://letterboxd.com/film/the-break-up/,,,,
R.I.P.D.,Robert Schwentke,2.17,"['Comedy', 'Action', 'Fantasy']",93720,https://letterboxd.com/film/ripd/,,,,
Final Fantasy: The Spirits Within,Hironobu Sakaguchi,2.66,"['Thriller', 'Romance', 'Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Animation']",26701,https://letterboxd.com/film/final-fantasy-the-spirits-within/,,,,
47 Ronin,Carl Rinsch,2.54,"['Action', 'Fantasy', 'Drama']",71416,https://letterboxd.com/film/47-ronin-2013/,,,,
Cowboys & Aliens,Jon Favreau,2.33,"['Action', 'Western', 'Science Fiction', 'Thriller']",121260,https://letterboxd.com/film/cowboys-aliens/,,,,
Aloha,Cameron Crowe,2.19,"['Comedy', 'Romance', 'Drama']",63256,https://letterboxd.com/film/aloha/,,,,
Astro Boy,David Bowers,2.83,"['Science Fiction', 'Animation', 'Family', 'Action']",57920,https://letterboxd.com/film/astro-boy/,,,,
John Carter,Andrew Stanton,2.72,"['Science Fiction', 'Adventure', 'Action']",116315,https://letterboxd.com/film/john-carter/,,,,
Green Lantern,Martin Campbell,1.57,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",254730,https://letterboxd.com/film/green-lantern/,,,,
Ishtar,Elaine May,3.21,"['Adventure', 'Comedy']",17905,https://letterboxd.com/film/ishtar/,,,,
Jupiter Ascending,"Lilly Wachowski, Lana Wachowski",2.04,"['Science Fiction', 'Action', 'Fantasy']",122886,https://letterboxd.com/film/jupiter-ascending/,,,,
Pan,Joe Wright,2.25,"['Fantasy', 'Adventure', 'Action', 'Family']",60201,https://letterboxd.com/film/pan-2015/,,,,
Platoon,Oliver Stone,3.97,"['War', 'Action', 'Drama']",252108,https://letterboxd.com/film/platoon/,,,,
The Jungle Book,Wolfgang Reitherman,3.68,"['Family', 'Animation', 'Adventure']",280622,https://letterboxd.com/film/the-jungle-book/,,,,
Ace Ventura: When Nature Calls,Steve Oedekerk,3.03,"['Comedy', 'Adventure', 'Crime']",135784,https://letterboxd.com/film/ace-ventura-when-nature-calls/,,,,
The Phantom,Simon Wincer,2.57,"['Adventure', 'Action']",17994,https://letterboxd.com/film/the-phantom/,,,,
The Postman,Michael Radford,3.96,"['Comedy', 'Drama', 'Romance']",4977,25696,https://letterboxd.com/film/the-postman-1994/,,,
Tropic Thunder,Ben Stiller,3.61,"['War', 'Adventure', 'Comedy', 'Action']",497298,https://letterboxd.com/film/tropic-thunder/,,,,
Fitzcarraldo,Werner Herzog,4.14,"['Drama', 'Adventure']",63358,https://letterboxd.com/film/fitzcarraldo/,,,,
Love Is All,Joram Lürsen,3.29,"['Romance', 'Comedy']",2096,https://letterboxd.com/film/love-is-all/,,,,
Metropolis,Rintaro,3.78,"['Science Fiction', 'Animation']",24320,https://letterboxd.com/film/metropolis-2001/,,,,
Like Father Like Son,Rod Daniel,2.54,"['Fantasy', 'Comedy']",3021,https://letterboxd.com/film/like-father-like-son/,,,,
The Change-Up,David Dobkin,2.56,['Comedy'],87661,https://letterboxd.com/film/the-change-up/,,,,
Prelude to a Kiss,Norman René,2.83,"['Drama', 'Romance', 'Comedy']",2685,https://letterboxd.com/film/prelude-to-a-kiss/,,,,
13 Going on 30,Gary Winick,3.62,"['Comedy', 'Romance', 'Fantasy']",1005904,https://letterboxd.com/film/13-going-on-30-3/,,,,
The Craft,Andrew Fleming,3.56,"['Horror', 'Fantasy', 'Drama']",389878,https://letterboxd.com/film/the-craft/,,,,
Freaky Friday,Mark Waters,3.47,"['Comedy', 'Family', 'Fantasy']",562746,https://letterboxd.com/film/freaky-friday-2003/,,,,
Hot Tub Time Machine,Steve Pink,2.8,"['Comedy', 'Adventure', 'Science Fiction']",130281,https://letterboxd.com/film/hot-tub-time-machine/,,,,
Tank Girl,Rachel Talalay,3.13,"['Comedy', 'Fantasy', 'Science Fiction', 'Action']",36127,https://letterboxd.com/film/tank-girl/,,,,
Enter the Dragon,Robert Clouse,3.82,['Action'],107667,https://letterboxd.com/film/enter-the-dragon/,,,,
American Pie,Paul Weitz,3.12,"['Romance', 'Comedy']",345968,https://letterboxd.com/film/american-pie/,,,,
Harry Potter and the Philosopher's Stone,Chris Columbus,3.79,"['Adventure', 'Fantasy']",1899901,https://letterboxd.com/film/harry-potter-and-the-philosophers-stone/,,,,
This Is the End,"Evan Goldberg, Seth Rogen",3.16,"['Comedy', 'Action']",486155,https://letterboxd.com/film/this-is-the-end/,,,,
Fast Times at Ridgemont High,Amy Heckerling,3.49,['Comedy'],136789,https://letterboxd.com/film/fast-times-at-ridgemont-high/,,,,
Braindead,Peter Jackson,3.94,"['Comedy', 'Horror']",103944,https://letterboxd.com/film/braindead-1992/,,,,
Planet Terror,Robert Rodriguez,3.37,"['Thriller', 'Action', 'Horror']",130757,https://letterboxd.com/film/planet-terror/,,,,
127 Hours,Danny Boyle,3.48,"['Adventure', 'Thriller', 'Drama']",360515,https://letterboxd.com/film/127-hours/,,,,
Fargo,Joel Coen,4.19,"['Crime', 'Drama', 'Thriller', 'Comedy']",952742,https://letterboxd.com/film/fargo/,,,,
Ghost,Jerry Zucker,3.54,"['Mystery', 'Fantasy', 'Drama', 'Romance', 'Thriller']",217021,https://letterboxd.com/film/ghost/,,,,
Austin Powers: The Spy Who Shagged Me,Jay Roach,3.3,"['Comedy', 'Crime', 'Adventure', 'Science Fiction']",209708,https://letterboxd.com/film/austin-powers-the-spy-who-shagged-me/,,,,
Toys,Barry Levinson,2.71,"['Fantasy', 'Family', 'Comedy', 'Science Fiction']",22106,https://letterboxd.com/film/toys/,,,,
Night at the Museum,Shawn Levy,3.32,"['Fantasy', 'Family', 'Comedy', 'Adventure', 'Action']",701945,https://letterboxd.com/film/night-at-the-museum/,,,,
Notting Hill,Roger Michell,3.66,"['Comedy', 'Romance']",879075,https://letterboxd.com/film/notting-hill/,,,,
Gangs of New York,Martin Scorsese,3.71,"['History', 'Drama', 'Crime']",355470,https://letterboxd.com/film/gangs-of-new-york-2002/,,,,
Caligula,Tinto Brass,2.81,"['Drama', 'History']",23426,https://letterboxd.com/film/caligula/,,,,
Eyes Wide Shut,Stanley Kubrick,4,"['Thriller', 'Drama', 'Mystery']",822779,https://letterboxd.com/film/eyes-wide-shut/,,,,
Spider-Man,Sam Raimi,3.82,"['Science Fiction', 'Action']",1656178,https://letterboxd.com/film/spider-man/,,,,
The Waterboy,Frank Coraci,2.9,['Comedy'],144215,https://letterboxd.com/film/the-waterboy/,,,,
Snatch,Guy Ritchie,4.03,"['Comedy', 'Crime']",545046,https://letterboxd.com/film/snatch/,,,,
Scary Movie 2,Keenen Ivory Wayans,2.71,['Comedy'],235134,https://letterboxd.com/film/scary-movie-2/,,,,
White Men Can't Jump,Ron Shelton,3.51,"['Comedy', 'Drama']",91292,https://letterboxd.com/film/white-men-cant-jump/,,,,
Ender's Game,Gavin Hood,2.79,"['Action', 'Adventure', 'Science Fiction']",139633,https://letterboxd.com/film/enders-game/,,,,
X-Men: First Class,Matthew Vaughn,3.59,"['Adventure', 'Action', 'Science Fiction']",662796,https://letterboxd.com/film/x-men-first-class/,,,,
The Expendables,Sylvester Stallone,2.73,"['Adventure', 'Action', 'Thriller']",162693,https://letterboxd.com/film/the-expendables/,,,,
White Chicks,Keenen Ivory Wayans,3.53,"['Comedy', 'Crime']",736618,https://letterboxd.com/film/white-chicks/,,,,
Die Another Day,Lee Tamahori,2.52,"['Adventure', 'Action', 'Thriller']",112386,https://letterboxd.com/film/die-another-day/,,,,
Road to Perdition,Sam Mendes,3.8,"['Thriller', 'Drama', 'Crime']",133045,https://letterboxd.com/film/road-to-perdition/,,,,
The Producers,Mel Brooks,3.79,"['Comedy', 'Music']",68057,https://letterboxd.com/film/the-producers/,,,,
White God,Kornél Mundruczó,3.46,['Drama'],15407,https://letterboxd.com/film/white-god/,,,,
Wuthering Heights,Andrea Arnold,3.27,"['Romance', 'Drama']",19293,https://letterboxd.com/film/wuthering-heights-2011/,,,,
The Ice Storm,Ang Lee,3.77,['Drama'],40638,https://letterboxd.com/film/the-ice-storm/,,,,
The Shining,Stanley Kubrick,4.23,"['Horror', 'Thriller']",2243049,https://letterboxd.com/film/the-shining/,,,,
The Hours,Stephen Daldry,3.85,['Drama'],107008,https://letterboxd.com/film/the-hours/,,,,
The Virgin Suicides,Sofia Coppola,3.84,['Drama'],832743,https://letterboxd.com/film/the-virgin-suicides/,,,,
Rebecca,Alfred Hitchcock,4.12,"['Mystery', 'Thriller', 'Romance']",127546,https://letterboxd.com/film/rebecca/,,,,
The Girl with the Dragon Tattoo,Niels Arden Oplev,3.83,"['Thriller', 'Drama', 'Mystery', 'Crime']",68270,https://letterboxd.com/film/the-girl-with-the-dragon-tattoo/,,,,
The Painted Veil,John Curran,3.58,"['Romance', 'Drama']",25487,https://letterboxd.com/film/the-painted-veil/,,,,
Battle Royale,Kinji Fukasaku,3.86,"['Action', 'Thriller', 'Drama']",297051,https://letterboxd.com/film/battle-royale/,,,,
Secretary,Steven Shainberg,3.5,"['Comedy', 'Drama', 'Romance']",173862,https://letterboxd.com/film/secretary/,,,,
The Last of the Mohicans,Michael Mann,3.67,"['Action', 'Romance', 'War', 'History']",134649,https://letterboxd.com/film/the-last-of-the-mohicans-1992/,,,,
All Quiet on the Western Front,Lewis Milestone,4.16,"['Drama', 'War']",53050,https://letterboxd.com/film/all-quiet-on-the-western-front/,,,,
Anna Karenina,Joe Wright,3.54,"['Drama', 'Romance', 'History']",157195,https://letterboxd.com/film/anna-karenina-2012/,,,,
Jane Eyre,Robert Stevenson,3.45,"['Romance', 'Drama']",5074,https://letterboxd.com/film/jane-eyre/,,,,
Barry Lyndon,Stanley Kubrick,4.4,"['Drama', 'History', 'War', 'Romance']",270979,https://letterboxd.com/film/barry-lyndon/,,,,
The Age of Innocence,Martin Scorsese,3.81,"['Romance', 'Drama']",110807,https://letterboxd.com/film/the-age-of-innocence/,,,,
War and Peace,Tom Harper,3.97,['Drama'],12101,https://letterboxd.com/film/war-and-peace-2016/,,,,
Les Misérables,Tom Hooper,3.61,"['Drama', 'History']",389638,https://letterboxd.com/film/les-miserables-2012/,,,,
Anatomy of a Murder,Otto Preminger,4.24,"['Crime', 'Drama', 'Mystery']",70647,https://letterboxd.com/film/anatomy-of-a-murder/,,,,
Carlito's Way,Brian De Palma,4.07,"['Thriller', 'Drama', 'Crime']",139448,https://letterboxd.com/film/carlitos-way/,,,,
Double Indemnity,Billy Wilder,4.26,"['Crime', 'Thriller']",169645,https://letterboxd.com/film/double-indemnity/,,,,
In a Lonely Place,Nicholas Ray,4.2,"['Romance', 'Mystery', 'Drama', 'Crime']",65269,https://letterboxd.com/film/in-a-lonely-place/,,,,
Kiss Me Deadly,Robert Aldrich,3.98,"['Mystery', 'Crime', 'Thriller']",27376,https://letterboxd.com/film/kiss-me-deadly/,,,,
Ghost World,Terry Zwigoff,3.6,"['Comedy', 'Drama']",182554,https://letterboxd.com/film/ghost-world/,,,,
Don't Look Now,Nicolas Roeg,3.79,"['Drama', 'Thriller', 'Horror']",107610,https://letterboxd.com/film/dont-look-now/,,,,
The Last Picture Show,Peter Bogdanovich,4.21,"['Drama', 'Romance']",72582,https://letterboxd.com/film/the-last-picture-show/,,,,
The Player,Robert Altman,4.02,"['Mystery', 'Crime', 'Comedy', 'Drama', 'Thriller']",98188,https://letterboxd.com/film/the-player/,,,,
Out of Sight,Steven Soderbergh,3.69,"['Crime', 'Romance', 'Comedy']",73867,https://letterboxd.com/film/out-of-sight/,,,,
The Silence of the Lambs,Jonathan Demme,4.34,"['Horror', 'Crime', 'Thriller', 'Drama']",2008202,https://letterboxd.com/film/the-silence-of-the-lambs/,,,,
Sansho the Bailiff,Kenji Mizoguchi,4.41,['Drama'],31840,https://letterboxd.com/film/sansho-the-bailiff/,,,,
The Red Shoes,"Michael Powell, Emeric Pressburger",4.4,"['Drama', 'Romance']",119035,https://letterboxd.com/film/the-red-shoes/,,,,
There Will Be Blood,Paul Thomas Anderson,4.46,['Drama'],883716,https://letterboxd.com/film/there-will-be-blood/,,,,
One Flew Over the Cuckoo's Nest,Miloš Forman,4.36,['Drama'],710799,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/,,,,
Mean Girls,Mark Waters,3.83,"['Comedy', 'Drama']",2008888,https://letterboxd.com/film/mean-girls/,,,,
The Girl with the Dragon Tattoo,David Fincher,3.89,"['Crime', 'Mystery', 'Thriller']",512047,https://letterboxd.com/film/the-girl-with-the-dragon-tattoo-2011/,,,,
The Martian,Ridley Scott,3.77,"['Drama', 'Science Fiction', 'Adventure']",1270194,https://letterboxd.com/film/the-martian/,,,,
Adaptation.,Spike Jonze,4.11,"['Drama', 'Comedy', 'Crime']",253413,https://letterboxd.com/film/adaptation/,,,,
A Monster Calls,J.A. Bayona,3.7,"['Fantasy', 'Adventure', 'Family']",115337,https://letterboxd.com/film/a-monster-calls/,,,,
The Hunger Games: Catching Fire,Francis Lawrence,3.87,"['Science Fiction', 'Adventure', 'Action']",1442323,https://letterboxd.com/film/the-hunger-games-catching-fire/,,,,
Room,Lenny Abrahamson,3.97,"['Drama', 'Thriller']",689233,https://letterboxd.com/film/room-2015/,,,,
Pride & Prejudice,Joe Wright,4.12,"['Drama', 'Romance']",1225652,https://letterboxd.com/film/pride-prejudice/,,,,
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,4.12,"['Fantasy', 'Adventure']",1931198,https://letterboxd.com/film/harry-potter-and-the-prisoner-of-azkaban/,,,,
