Film_title,Director,Average_rating,Genres,Total_ratings,Film_URL,,,,
The Smiling Madame Beudet,Germaine Dulac,3.46,['Drama'],6434,https://letterboxd.com/film/the-smiling-madame-beudet/,,,,
Sour Grapes,"Reuben Atlas, Jerry Rothwell",3.48,['Documentary'],6651,https://letterboxd.com/film/sour-grapes-2016/,,,,
9 Souls,Toshiaki Toyoda,3.97,"['Comedy', 'Drama', 'Adventure', 'Crime']",3069,https://letterboxd.com/film/9-souls/,,,,
Where Does Your Hidden Smile Lie?,Pedro Costa,4.06,['Documentary'],1781,https://letterboxd.com/film/where-does-your-hidden-smile-lie/,,,,
Sour Apples,Yılmaz Erdoğan,3.34,"['Comedy', 'Drama']",6561,https://letterboxd.com/film/sour-apples/,,,,
Hard Kill,Matt Eskandari,1.52,"['Action', 'Thriller', 'Adventure']",2627,https://letterboxd.com/film/hard-kill/,,,,
My Mother's Smile,Marco Bellocchio,3.78,['Drama'],1574,https://letterboxd.com/film/my-mothers-smile/,,,,
The Source,Radu Mihăileanu,3.59,"['Drama', 'Comedy']",1993,https://letterboxd.com/film/the-source-2011/,,,,
Studio 666,BJ McDonnell,2.7,"['Music', 'Comedy', 'Horror']",40151,https://letterboxd.com/film/studio-666-2022/,,,,
Made of Honor,Paul Weiland,2.85,"['Comedy', 'Romance']",89503,https://letterboxd.com/film/made-of-honor/,,,,
How It Ends,"Zoe Lister-Jones, Daryl Wein",2.85,"['Comedy', 'Drama']",10738,https://letterboxd.com/film/how-it-ends-2021/,,,,
Unforgettable,Denise Di Novi,2.23,"['Thriller', 'Drama']",11144,https://letterboxd.com/film/unforgettable-2017/,,,,
The Female Brain,Whitney Cummings,2.63,['Comedy'],2074,https://letterboxd.com/film/the-female-brain/,,,,
Amend: The Fight for America,"Kenny Leon, Reinaldo Marcus Green",3.67,['Documentary'],790,https://letterboxd.com/film/amend-the-fight-for-america/,,,,
The Opposite of Sex,Don Roos,3.14,"['Comedy', 'Drama']",8141,https://letterboxd.com/film/the-opposite-of-sex/,,,,
Running with Scissors,Ryan Murphy,3.05,"['Drama', 'Comedy']",7666,https://letterboxd.com/film/running-with-scissors/,,,,
Itty Bitty Titty Committee,Jamie Babbit,2.92,['Comedy'],2116,https://letterboxd.com/film/itty-bitty-titty-committee/,,,,
Spring Breakdown,Ryan Shiraki,2.65,['Comedy'],1477,https://letterboxd.com/film/spring-breakdown/,,,,
What We Do Is Secret,Rodger Grossman,2.89,"['Drama', 'Music']",1283,https://letterboxd.com/film/what-we-do-is-secret/,,,,
The Fallout,Megan Park,3.5,['Drama'],242961,https://letterboxd.com/film/the-fallout/,,,,
X,Ti West,3.41,"['Thriller', 'Horror', 'Mystery']",1368632,https://letterboxd.com/film/x-2022/,,,,
YES DAY,Miguel Arteta,2.3,"['Comedy', 'Family']",74079,https://letterboxd.com/film/yes-day/,,,,
Insidious: Chapter 2,James Wan,3.02,"['Horror', 'Thriller']",233084,https://letterboxd.com/film/insidious-chapter-2/,,,,
Home Movie: The Princess Bride,Jason Reitman,3.92,['Comedy'],1808,https://letterboxd.com/film/home-movie-the-princess-bride/,,,,
Wyrm,Christopher Winterbauer,3.39,"['Romance', 'Science Fiction', 'Comedy']",3156,https://letterboxd.com/film/wyrm-2019/,,,,
Coffy,Jack Hill,3.56,"['Crime', 'Thriller', 'Action']",23103,https://letterboxd.com/film/coffy/,,,,
The Inheritance or Fuckoffguysgoodday,Věra Chytilová,3.59,['Comedy'],1095,https://letterboxd.com/film/the-inheritance-or-fuckoffguysgoodday/,,,,
Brighton 4th,Levan Koguashvili,3.5,"['Comedy', 'Drama']",1349,https://letterboxd.com/film/brighton-4th/,,,,
Hot Stuff,Dom DeLuise,3.11,['Comedy'],595,https://letterboxd.com/film/hot-stuff/,,,,
The Lost City,"Aaron Nee, Adam Nee",2.75,"['Adventure', 'Action', 'Comedy']",297044,https://letterboxd.com/film/the-lost-city-2022/,,,,
Twilight,Catherine Hardwicke,3.01,"['Romance', 'Drama', 'Fantasy']",1334034,https://letterboxd.com/film/twilight-2008/,,,,
King Richard,Reinaldo Marcus Green,3.7,"['History', 'Drama']",287170,https://letterboxd.com/film/king-richard/,,,,
The Batman,Matt Reeves,3.99,"['Crime', 'Mystery', 'Thriller']",2890859,https://letterboxd.com/film/the-batman/,,,,
Everything Everywhere All at Once,"Daniel Scheinert, Daniel Kwan",4.28,"['Science Fiction', 'Adventure', 'Comedy', 'Action']",3020239,https://letterboxd.com/film/everything-everywhere-all-at-once/,,,,
Belfast,Kenneth Branagh,3.49,"['Drama', 'History']",218596,https://letterboxd.com/film/belfast/,,,,
Ambulance,Michael Bay,2.97,"['Thriller', 'Action', 'Drama', 'Crime']",175928,https://letterboxd.com/film/ambulance-2022/,,,,
CODA,Siân Heder,3.87,"['Music', 'Romance', 'Drama']",359489,https://letterboxd.com/film/coda-2021/,,,,
Deep Water,Adrian Lyne,2.3,"['Drama', 'Mystery', 'Thriller']",117131,https://letterboxd.com/film/deep-water-2022/,,,,
Apollo 10½: A Space Age Childhood,Richard Linklater,3.63,"['Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'History', 'Drama', 'Family']",49862,https://letterboxd.com/film/apollo-10-a-space-age-childhood/,,,,
The Long Walk,Mattie Do,3.64,"['Horror', 'Drama', 'Science Fiction']",2619,https://letterboxd.com/film/the-long-walk-2019/,,,,
Windfall,Charlie McDowell,2.79,"['Crime', 'Drama', 'Thriller']",60699,https://letterboxd.com/film/windfall/,,,,
Jackass Forever,Jeff Tremaine,3.56,"['Action', 'Documentary', 'Comedy']",200503,https://letterboxd.com/film/jackass-forever/,,,,
Of Flesh and Blood,Christian Marquand,nan,['Drama'],13,https://letterboxd.com/film/of-flesh-and-blood/,,,,
Ciao! Manhattan,"John Palmer, David Weisman",2.91,"['Documentary', 'Drama']",1547,https://letterboxd.com/film/ciao-manhattan/,,,,
Twinky,Richard Donner,2.72,"['Romance', 'Comedy', 'Drama']",735,https://letterboxd.com/film/twinky/,,,,
Philbert (Three's a Crowd),Richard Donner,nan,"['Comedy', 'Animation', 'TV Movie']",79,https://letterboxd.com/film/philbert-threes-a-crowd/,,,,
X-15,Richard Donner,2.95,"['Action', 'Drama', 'History']",280,https://letterboxd.com/film/x-15/,,,,
Salt & Pepper,Richard Donner,3.04,"['Thriller', 'Comedy', 'Crime']",382,https://letterboxd.com/film/salt-pepper-1968/,,,,
Two-Fisted Tales,"Tom Holland, Robert Zemeckis",3.2,"['War', 'Horror', 'TV Movie', 'Western']",454,https://letterboxd.com/film/two-fisted-tales/,,,,
The Toy,Richard Donner,2.72,"['Family', 'Comedy']",6901,https://letterboxd.com/film/the-toy/,,,,
Radio Flyer,Richard Donner,3.25,['Drama'],6363,https://letterboxd.com/film/radio-flyer/,,,,
Superman II: The Richard Donner Cut,Richard Donner,3.59,"['Action', 'Science Fiction', 'Adventure']",17960,https://letterboxd.com/film/superman-ii-the-richard-donner-cut/,,,,
Assassins,Richard Donner,2.9,"['Thriller', 'Adventure', 'Crime', 'Action']",22533,https://letterboxd.com/film/assassins/,,,,
16 Blocks,Richard Donner,3.12,"['Thriller', 'Action', 'Crime', 'Adventure']",28094,https://letterboxd.com/film/16-blocks/,,,,
Conspiracy Theory,Richard Donner,3.15,"['Mystery', 'Thriller', 'Drama', 'Action']",29834,https://letterboxd.com/film/conspiracy-theory/,,,,
Making Apes: The Artists Who Changed Film,William Conlin,3.48,['Documentary'],511,https://letterboxd.com/film/making-apes-the-artists-who-changed-film/,,,,
Life After Flash,Lisa Downs,3.23,['Documentary'],1081,https://letterboxd.com/film/life-after-flash/,,,,
"Look, Up in the Sky! The Amazing Story of Superman",Kevin Burns,3.54,['Documentary'],1343,https://letterboxd.com/film/look-up-in-the-sky-the-amazing-story-of-superman/,,,,
Out Cold,"Brendan Malloy, Emmett Malloy",2.93,['Comedy'],5969,https://letterboxd.com/film/out-cold/,,,,
Necessary Evil: Super-Villains of DC Comics,"Scott Devine, J.M. Kenny",3.23,"['Crime', 'Action', 'Documentary']",1403,https://letterboxd.com/film/necessary-evil-super-villains-of-dc-comics/,,,,
Secret Origin: The Story of DC Comics,Mac Carter,3.56,['Documentary'],1082,https://letterboxd.com/film/secret-origin-the-story-of-dc-comics/,,,,
Jane LA,Max Landis,nan,nan,117,https://letterboxd.com/film/jane-la/,,,,
Wrestling Isn't Wrestling,Max Landis,3.61,"['Comedy', 'Documentary']",1803,https://letterboxd.com/film/wrestling-isnt-wrestling/,,,,
Me Him Her,Max Landis,2.48,['Comedy'],1324,https://letterboxd.com/film/me-him-her/,,,,
The Death and Return of Superman,Max Landis,3.32,['Comedy'],1820,https://letterboxd.com/film/the-death-and-return-of-superman/,,,,
The Death of Batman,Max Landis,nan,"['Science Fiction', 'Action']",98,https://letterboxd.com/film/the-death-of-batman/,,,,
Design for Living,Ernst Lubitsch,3.92,"['Comedy', 'Romance']",20021,https://letterboxd.com/film/design-for-living/,,,,
Easy Money,James Signorelli,2.99,['Comedy'],5534,https://letterboxd.com/film/easy-money/,,,,
The Bubble,Judd Apatow,1.77,['Comedy'],55755,https://letterboxd.com/film/the-bubble-2022/,,,,
Star of David: Beauty Hunting,Norifumi Suzuki,3.33,"['Thriller', 'Horror']",856,https://letterboxd.com/film/star-of-david-beauty-hunting/,,,,
Nude Nuns with Big Guns,Joseph Guzman,2.05,"['Action', 'Thriller', 'Comedy']",1643,https://letterboxd.com/film/nude-nuns-with-big-guns/,,,,
Mark of the Devil,"Michael Armstrong, Adrian Hoven",3.18,"['Thriller', 'Horror', 'Drama', 'History']",5402,https://letterboxd.com/film/mark-of-the-devil/,,,,
Flavia the Heretic,Gianfranco Mingozzi,3.16,"['Drama', 'Horror']",989,https://letterboxd.com/film/flavia-the-heretic/,,,,
"I, Claudius",Herbert Wise,4.29,['Drama'],3301,https://letterboxd.com/film/i-claudius/,,,,
Augustus: The First Emperor,Roger Young,nan,['Drama'],189,https://letterboxd.com/film/augustus-the-first-emperor/,,,,
Caesar and Cleopatra,Gabriel Pascal,2.93,"['Comedy', 'Drama', 'History']",1548,https://letterboxd.com/film/caesar-and-cleopatra/,,,,
Cleopatra,Franc Roddam,3.16,['Drama'],555,https://letterboxd.com/film/cleopatra-1999/,,,,
The 300 Spartans,Rudolph Maté,3.08,"['Adventure', 'War', 'History']",1701,https://letterboxd.com/film/the-300-spartans/,,,,
Ride with the Devil,Ang Lee,3.35,"['Western', 'War', 'Romance', 'Drama']",6566,https://letterboxd.com/film/ride-with-the-devil/,,,,
Santa Fe Trail,Michael Curtiz,2.8,['Western'],1406,https://letterboxd.com/film/santa-fe-trail/,,,,
Custer of the West,Robert Siodmak,3.19,['Western'],371,https://letterboxd.com/film/custer-of-the-west/,,,,
The Four Feathers,Shekhar Kapur,3.15,"['War', 'Adventure', 'Action', 'Drama', 'Romance']",7703,https://letterboxd.com/film/the-four-feathers-2002/,,,,
The Four Feathers,Zoltan Korda,3.55,"['Drama', 'War', 'Adventure', 'History']",2609,https://letterboxd.com/film/the-four-feathers/,,,,
Khartoum,"Basil Dearden, Eliot Elisofon",3.25,"['War', 'History', 'Adventure']",2417,https://letterboxd.com/film/khartoum/,,,,
55 Days at Peking,"Nicholas Ray, Guy Green",3.22,"['History', 'Drama', 'War']",2684,https://letterboxd.com/film/55-days-at-peking/,,,,
1911,"Zhang Li, Jackie Chan",2.69,"['Drama', 'Adventure', 'Action', 'History', 'War']",1618,https://letterboxd.com/film/1911/,,,,
Red Cliff,John Woo,3.71,"['Drama', 'History', 'Action', 'War', 'Adventure']",16890,https://letterboxd.com/film/red-cliff/,,,,
The Warlords,Peter Ho-Sun Chan,3.34,"['Drama', 'Action', 'History']",3670,https://letterboxd.com/film/the-warlords/,,,,
Assembly,Feng Xiaogang,3.55,"['Action', 'History']",1152,https://letterboxd.com/film/assembly/,,,,
Pork Chop Hill,Lewis Milestone,3.46,"['War', 'History', 'Drama']",1533,https://letterboxd.com/film/pork-chop-hill/,,,,
71: Into the Fire,John H. Lee,3.27,['War'],2371,https://letterboxd.com/film/71-into-the-fire/,,,,
Stalingrad,Fyodor Bondarchuk,2.64,"['War', 'Drama', 'Action']",4289,https://letterboxd.com/film/stalingrad-2013/,,,,
Stalingrad,Joseph Vilsmaier,3.79,"['Drama', 'History', 'War']",14891,https://letterboxd.com/film/stalingrad/,,,,
Panfilov's 28 Men,"Kim Druzhinin, Andrey Shalopa",3.16,"['Action', 'Drama', 'War', 'History']",1371,https://letterboxd.com/film/panfilovs-28-men/,,,,
1944,Elmo Nüganen,3.41,"['Drama', 'War']",1780,https://letterboxd.com/film/1944/,,,,
The Forgotten Battle,Matthijs van Heijningen Jr.,3.32,"['History', 'War', 'Action', 'Adventure', 'Drama']",24631,https://letterboxd.com/film/the-forgotten-battle/,,,,
My Honor Was Loyalty,Alessandro Pepe,2.84,"['Drama', 'War']",226,https://letterboxd.com/film/my-honor-was-loyalty/,,,,
Generation War,Philipp Kadelbach,4.1,['Drama'],8701,https://letterboxd.com/film/generation-war/,,,,
Europa Europa,Agnieszka Holland,3.8,"['Drama', 'History', 'War']",11316,https://letterboxd.com/film/europa-europa/,,,,
Queen of Hearts,May el-Toukhy,3.58,['Drama'],13558,https://letterboxd.com/film/queen-of-hearts-2019/,,,,
Chloe,Atom Egoyan,2.71,"['Thriller', 'Mystery', 'Drama']",51934,https://letterboxd.com/film/chloe/,,,,
Fatal Attraction,Adrian Lyne,3.46,"['Romance', 'Thriller', 'Drama']",99496,https://letterboxd.com/film/fatal-attraction/,,,,
Notes on a Scandal,Richard Eyre,3.68,"['Drama', 'Romance']",48951,https://letterboxd.com/film/notes-on-a-scandal/,,,,
Picnic,Joshua Logan,3.31,"['Drama', 'Romance']",4920,https://letterboxd.com/film/picnic/,,,,
Cat on a Hot Tin Roof,Richard Brooks,3.91,['Drama'],45774,https://letterboxd.com/film/cat-on-a-hot-tin-roof/,,,,
East of Eden,Elia Kazan,3.89,['Drama'],45782,https://letterboxd.com/film/east-of-eden/,,,,
The Return,Andrey Zvyagintsev,4.16,['Drama'],29833,https://letterboxd.com/film/the-return/,,,,
Extremely Loud & Incredibly Close,Stephen Daldry,3.1,['Drama'],47664,https://letterboxd.com/film/extremely-loud-incredibly-close/,,,,
Tetro,Francis Ford Coppola,3.53,['Drama'],9510,https://letterboxd.com/film/tetro/,,,,
Character,Mike van Diem,3.72,"['Drama', 'History']",2366,https://letterboxd.com/film/character/,,,,
Life As A House,Irwin Winkler,3.39,['Drama'],22823,https://letterboxd.com/film/life-as-a-house/,,,,
The Big Country,William Wyler,4,"['Romance', 'Drama', 'Western']",12501,https://letterboxd.com/film/the-big-country/,,,,
An Unfinished Life,Lasse Hallström,3.15,['Drama'],6784,https://letterboxd.com/film/an-unfinished-life/,,,,
The Misfits,John Huston,3.7,"['Western', 'Romance', 'Drama']",22666,https://letterboxd.com/film/the-misfits/,,,,
Terrifier,Damien Leone,2.38,"['Horror', 'Thriller']",471998,https://letterboxd.com/film/terrifier-2016/,,,,
Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,2.76,"['Comedy', 'Horror']",25097,https://letterboxd.com/film/sleepaway-camp-ii-unhappy-campers/,,,,
Urban Legend,Jamie Blanks,2.82,"['Horror', 'Mystery']",85857,https://letterboxd.com/film/urban-legend/,,,,
My Bloody Valentine,Patrick Lussier,2.42,"['Mystery', 'Horror', 'Thriller']",62389,https://letterboxd.com/film/my-bloody-valentine-2009/,,,,
Haunt,"Scott Beck, Bryan Woods",2.88,"['Horror', 'Thriller']",103632,https://letterboxd.com/film/haunt-2019/,,,,
Valentine,Jamie Blanks,2.63,"['Thriller', 'Horror']",31749,https://letterboxd.com/film/valentine/,,,,
Behind the Mask: The Rise of Leslie Vernon,Scott Glosserman,3.41,"['Comedy', 'Thriller', 'Horror']",32162,https://letterboxd.com/film/behind-the-mask-the-rise-of-leslie-vernon/,,,,
Dark Ride,Craig Singer,2.36,"['Thriller', 'Horror']",3361,https://letterboxd.com/film/dark-ride/,,,,
Hell Night,Tom DeSimone,2.71,"['Horror', 'Thriller']",10975,https://letterboxd.com/film/hell-night/,,,,
Piranha 3D,Alexandre Aja,2.33,"['Comedy', 'Horror']",80568,https://letterboxd.com/film/piranha-3d/,,,,
Hostel: Part II,Eli Roth,2.72,['Horror'],68571,https://letterboxd.com/film/hostel-part-ii/,,,,
Halloween Kills,David Gordon Green,2.47,"['Horror', 'Thriller']",300067,https://letterboxd.com/film/halloween-kills/,,,,
2001 Maniacs,Tim Sullivan,2.6,"['Comedy', 'Horror']",6050,https://letterboxd.com/film/2001-maniacs/,,,,
The Bunnyman Massacre,Carl Lindbergh,1.97,['Horror'],1402,https://letterboxd.com/film/the-bunnyman-massacre/,,,,
Venom,Jim Gillespie,2.41,"['Thriller', 'Horror']",3581,https://letterboxd.com/film/venom-2005/,,,,
Bloody Murder,Ralph E. Portillo,1.98,"['Thriller', 'Horror']",1556,https://letterboxd.com/film/bloody-murder/,,,,
Urban Legends: Final Cut,John Ottman,2.39,"['Horror', 'Thriller', 'Mystery']",18120,https://letterboxd.com/film/urban-legends-final-cut/,,,,
Malignant,James Wan,3.06,"['Mystery', 'Horror']",407124,https://letterboxd.com/film/malignant-2021/,,,,
Severance,Christopher Smith,3.19,"['Thriller', 'Comedy', 'Horror']",18018,https://letterboxd.com/film/severance/,,,,
Carver,Franklin Guerrero Jr.,2.74,['Horror'],446,https://letterboxd.com/film/carver/,,,,
Sorority Row,Stewart Hendler,2.69,"['Mystery', 'Horror']",26083,https://letterboxd.com/film/sorority-row/,,,,
Adoption,Márta Mészáros,3.79,['Drama'],4168,https://letterboxd.com/film/adoption/,,,,
Down with Love,Peyton Reed,3.57,"['Romance', 'Comedy']",65032,https://letterboxd.com/film/down-with-love/,,,,
Pillow Talk,Michael Gordon,3.62,"['Comedy', 'Romance']",20066,https://letterboxd.com/film/pillow-talk/,,,,
Libeled Lady,Jack Conway,3.76,"['Romance', 'Comedy']",6962,https://letterboxd.com/film/libeled-lady/,,,,
Dinner for Schmucks,Jay Roach,2.63,['Comedy'],85482,https://letterboxd.com/film/dinner-for-schmucks/,,,,
Employee of the Month,Greg Coolidge,2.46,"['Comedy', 'Romance']",30161,https://letterboxd.com/film/employee-of-the-month-2006/,,,,
Balls of Fury,Robert Ben Garant,2.43,"['Comedy', 'Crime']",501,26932,https://letterboxd.com/film/balls-of-fury/,,,
Two Weeks Notice,Marc Lawrence,3.04,"['Romance', 'Comedy']",128794,https://letterboxd.com/film/two-weeks-notice/,,,,
Space Jam: A New Legacy,Malcolm D. Lee,1.85,"['Animation', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",213702,https://letterboxd.com/film/space-jam-a-new-legacy/,,,,
Chicken Little,Mark Dindal,2.81,"['Animation', 'Comedy', 'Family']",368221,https://letterboxd.com/film/chicken-little-2005/,,,,
The Croods: A New Age,Joel Crawford,2.99,"['Family', 'Adventure', 'Animation', 'Fantasy', 'Comedy']",111506,https://letterboxd.com/film/the-croods-a-new-age/,,,,
Jimmy Neutron: Boy Genius,John A. Davis,2.94,"['Animation', 'Comedy', 'Action', 'Adventure', 'Science Fiction', 'Family']",73874,https://letterboxd.com/film/jimmy-neutron-boy-genius/,,,,
The Angry Birds Movie,"Clay Kaytis, Fergal Reilly",2.62,"['Family', 'Comedy', 'Adventure', 'Animation']",146870,https://letterboxd.com/film/the-angry-birds-movie/,,,,
Meet the Robinsons,Stephen J. Anderson,3.54,"['Animation', 'Family', 'Comedy']",305055,https://letterboxd.com/film/meet-the-robinsons/,,,,
The Peanuts Movie,Steve Martino,3.61,"['Family', 'Animation', 'Comedy']",97843,https://letterboxd.com/film/the-peanuts-movie/,,,,
Ron's Gone Wrong,"Sarah Smith, Jean-Philippe Vine",3.31,"['Science Fiction', 'Comedy', 'Family', 'Animation']",60546,https://letterboxd.com/film/rons-gone-wrong/,,,,
Raya and the Last Dragon,"Carlos López Estrada, Don Hall",3.24,"['Family', 'Action', 'Animation', 'Fantasy', 'Adventure']",441809,https://letterboxd.com/film/raya-and-the-last-dragon/,,,,
Doogal,"Dave Borthwick, Jean Duval",2.16,"['Adventure', 'Family', 'Fantasy', 'Animation', 'Comedy']",10720,https://letterboxd.com/film/doogal/,,,,
The Wild,Steve Williams,2.17,"['Animation', 'Family']",50282,https://letterboxd.com/film/the-wild/,,,,
Peter Rabbit,Will Gluck,2.73,"['Animation', 'Family', 'Adventure']",96785,https://letterboxd.com/film/peter-rabbit/,,,,
Fat Albert,Joel Zwick,2.35,"['Comedy', 'Fantasy', 'Family']",15708,https://letterboxd.com/film/fat-albert/,,,,
Norm of the North,Trevor Wall,1.41,"['Animation', 'Comedy', 'Family', 'Adventure']",12969,https://letterboxd.com/film/norm-of-the-north/,,,,
The Ant Bully,John A. Davis,2.38,"['Fantasy', 'Adventure', 'Comedy', 'Family', 'Animation']",52954,https://letterboxd.com/film/the-ant-bully/,,,,
The Birdcage,Mike Nichols,3.88,['Comedy'],162802,https://letterboxd.com/film/the-birdcage/,,,,
Wide Open,Gustav Wiklund,2.92,"['Comedy', 'Drama']",215,https://letterboxd.com/film/wide-open/,,,,
Barbarians,Charles Dorfman,2.41,"['Horror', 'Thriller']",5227,https://letterboxd.com/film/barbarians-2021/,,,,
Snapshot,Simon Wincer,3.09,"['Horror', 'Thriller']",1500,https://letterboxd.com/film/snapshot-1979/,,,,
Children of Shatila,Mai Masri,4.13,"['History', 'Documentary']",1004,https://letterboxd.com/film/children-of-shatila/,,,,
The Bishop's Bedroom,Dino Risi,3.29,"['Comedy', 'Drama', 'Crime']",648,https://letterboxd.com/film/the-bishops-bedroom/,,,,
City Hunter: .357 Magnum,Kenji Kodama,3.39,"['Animation', 'Comedy', 'Crime', 'Action']",631,https://letterboxd.com/film/city-hunter-357-magnum/,,,,
Galaxy Express 999: The Movie,Rintaro,3.75,"['Animation', 'Science Fiction', 'Adventure']",3446,https://letterboxd.com/film/galaxy-express-999-the-movie/,,,,
Urusei Yatsura: Beautiful Dreamer,Mamoru Oshii,3.94,"['Animation', 'Romance', 'Science Fiction', 'Comedy']",4639,https://letterboxd.com/film/urusei-yatsura-beautiful-dreamer/,,,,
Macross: Do You Remember Love?,"Shoji Kawamori, Noboru Ishiguro",3.87,"['Action', 'War', 'Science Fiction', 'Animation']",4204,https://letterboxd.com/film/macross-do-you-remember-love/,,,,
Crime Story,Kirk Wong Chi-Keung,3.41,"['Thriller', 'Drama', 'Crime', 'Action']",5738,https://letterboxd.com/film/crime-story/,,,,
Fish Out of Water,Erik Clausen,nan,"['Comedy', 'Drama']",172,https://letterboxd.com/film/fish-out-of-water-1993/,,,,
So I Married an Axe Murderer,Thomas Schlamme,3.21,"['Crime', 'Romance', 'Comedy']",42315,https://letterboxd.com/film/so-i-married-an-axe-murderer/,,,,
The Pelican Brief,Alan J. Pakula,3.28,['Thriller'],50383,https://letterboxd.com/film/the-pelican-brief/,,,,
Necronomicon,"Christophe Gans, Brian Yuzna",3.23,['Horror'],6287,https://letterboxd.com/film/necronomicon/,,,,
National Lampoon's Loaded Weapon 1,Gene Quintano,3.03,"['Comedy', 'Action', 'Crime']",17773,https://letterboxd.com/film/national-lampoons-loaded-weapon-1/,,,,
Amos & Andrew,E. Max Frye,2.75,"['Comedy', 'Action']",3830,https://letterboxd.com/film/amos-andrew/,,,,
Beethoven's 2nd,Rod Daniel,2.57,"['Family', 'Comedy']",20194,https://letterboxd.com/film/beethovens-2nd/,,,,
City Hunter,Wong Jing,3.1,"['Action', 'Romance', 'Comedy', 'Adventure']",9342,https://letterboxd.com/film/city-hunter/,,,,
We're Back! A Dinosaur's Story,"Ralph Zondag, Simon Wells",2.95,"['Family', 'Science Fiction', 'Animation']",16738,https://letterboxd.com/film/were-back-a-dinosaurs-story/,,,,
Free Willy,Simon Wincer,2.96,"['Adventure', 'Family', 'Drama']",71831,https://letterboxd.com/film/free-willy/,,,,
Bounty Tracker,Kurt Anderson,2.96,['Action'],392,https://letterboxd.com/film/bounty-tracker/,,,,
I Yabba Dabba Do!,William Hanna,3.2,"['Family', 'Animation', 'TV Movie', 'Comedy']",516,https://letterboxd.com/film/i-yabba-dabba-do/,,,,
Indecent Proposal,Adrian Lyne,2.87,"['Drama', 'Romance']",45467,https://letterboxd.com/film/indecent-proposal/,,,,
To Be The Best,Joseph Merhi,nan,['Action'],165,https://letterboxd.com/film/to-be-the-best/,,,,
The House of the Spirits,Bille August,3.14,"['Drama', 'Romance']",14662,https://letterboxd.com/film/the-house-of-the-spirits/,,,,
Private Wars,John Weidner,3.25,"['Crime', 'Action']",203,https://letterboxd.com/film/private-wars/,,,,
Yellow Submarine,George Dunning,3.9,"['Music', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",48044,https://letterboxd.com/film/yellow-submarine/,,,,
The Doors,Oliver Stone,3.41,"['Drama', 'Music', 'History']",74074,https://letterboxd.com/film/the-doors/,,,,
The Science of Sleep,Michel Gondry,3.65,"['Comedy', 'Fantasy', 'Drama']",39481,https://letterboxd.com/film/the-science-of-sleep/,,,,
DMT: The Spirit Molecule,Mitch Schultz,3.17,['Documentary'],1614,https://letterboxd.com/film/dmt-the-spirit-molecule/,,,,
Missing 55,Yasushi Koshizaka,nan,"['Action', 'Thriller']",6,https://letterboxd.com/film/missing-55/,,,,
We Die Young,Lior Geller,2.54,"['Action', 'Crime', 'Drama', 'Thriller']",1997,https://letterboxd.com/film/we-die-young/,,,,
Halloween at Aunt Ethel's,Joseph Mazzaferro,2.4,"['Comedy', 'Horror']",699,https://letterboxd.com/film/halloween-at-aunt-ethels/,,,,
The Roost,Ti West,2.7,['Horror'],1965,https://letterboxd.com/film/the-roost/,,,,
The Hunted,J.F. Lawton,3.01,"['Drama', 'Thriller', 'Action']",1738,https://letterboxd.com/film/the-hunted-1995/,,,,
Bound by Honor,Taylor Hackford,3.96,"['Crime', 'Action', 'Thriller', 'Drama']",16703,https://letterboxd.com/film/bound-by-honor/,,,,
Arizona Dream,Emir Kusturica,3.59,"['Fantasy', 'Drama', 'Romance', 'Comedy']",18796,https://letterboxd.com/film/arizona-dream/,,,,
Posse,Mario Van Peebles,3,"['Adventure', 'Western', 'Action']",3285,https://letterboxd.com/film/posse-1993/,,,,
Return of the Living Dead III,Brian Yuzna,3.06,"['Romance', 'Horror']",16458,https://letterboxd.com/film/return-of-the-living-dead-iii/,,,,
Stolen Spring,Peter Schrøder,3.48,['Drama'],671,https://letterboxd.com/film/stolen-spring/,,,,
What's Cooking?,Gurinder Chadha,3.17,"['Comedy', 'Drama', 'Romance']",1663,https://letterboxd.com/film/whats-cooking/,,,,
Guardians,Sarik Andreasyan,1.93,"['Action', 'Thriller', 'Science Fiction', 'Comedy', 'Fantasy', 'Adventure']",7978,https://letterboxd.com/film/guardians-2017/,,,,
ma ma,Julio Medem,3.1,['Drama'],2607,https://letterboxd.com/film/ma-ma/,,,,
Fidel,Eduardo Casanova,2.74,"['Comedy', 'Drama']",440,https://letterboxd.com/film/fidel-2016/,,,,
Shaolin vs. Evil Dead 2: Ultimate Power,"Douglas Kung Cheung-Tak, Ken Yip Wing-Kin",nan,"['Action', 'Horror']",121,https://letterboxd.com/film/shaolin-vs-evil-dead-2-ultimate-power/,,,,
Chip 'n Dale: Rescue Rangers,Akiva Schaffer,3.25,"['Animation', 'Mystery', 'Comedy', 'Adventure', 'Family']",187925,https://letterboxd.com/film/chip-n-dale-rescue-rangers/,,,,
The Northman,Robert Eggers,3.78,"['Fantasy', 'Adventure', 'Action']",737710,https://letterboxd.com/film/the-northman/,,,,
Dustin,Naïla Guiguet,3.47,['Drama'],3851,https://letterboxd.com/film/dustin-2020/,,,,
Golden Needles,Robert Clouse,3.05,['Action'],432,https://letterboxd.com/film/golden-needles/,,,,
